date,open,high,low,close,volume
2021-12-22,141.99,145.4,141.99,145.32,26322000
2021-12-23,145.4,147.13,145.35,145.81,26384000
2021-12-27,146.15,147.23,146.07,146.8,15976000
2021-12-28,147.12,147.19,144.96,145.59,18200000
2021-12-29,145.54,146.31,144.56,145.56,17788000
2021-12-30,145.59,146.2,144.9,145.1,15688000
2021-12-31,144.95,145.6,143.77,143.77,18136000
2022-01-03,143.97,144.76,142.64,143.9,28646000
2022-01-04,144.31,145.39,142.64,143.32,28400000
2022-01-05,143.34,143.42,136.66,136.74,54618000
2022-01-06,135.97,138.89,135.53,136.71,37348000
2022-01-07,137.11,137.41,134.75,135.99,29760000
2022-01-10,134.07,137.78,132.17,137.63,44408000
2022-01-11,136.97,139.16,135.67,138.69,28730000
2022-01-12,140.09,141.54,139.64,140.37,26108000
2022-01-13,140.48,141.78,137.37,137.55,31436000
2022-01-14,136.05,139.69,135.97,138.43,29662000
2022-01-18,135.15,136.1,134.42,134.98,34872000
2022-01-19,135.5,136.92,134.0,134.1,28648000
2022-01-20,135.23,136.59,131.97,132.31,29908000
2022-01-21,131.6,133.85,129.11,129.37,55652000
2022-01-24,125.03,130.22,123.57,129.82,76622000
2022-01-25,127.77,128.43,125.55,125.98,46960000
2022-01-26,130.14,132.0,126.19,128.26,49130000
2022-01-27,130.32,131.66,127.97,128.04,31950000
2022-01-28,128.69,132.36,127.52,132.35,34362000
2022-01-31,133.16,134.46,131.22,134.29,39986000
2022-02-01,136.56,136.76,133.36,136.61,68644000
2022-02-02,150.12,150.41,144.43,146.89,123200000
2022-02-03,144.61,148.55,141.6,142.02,71518000
2022-02-04,142.37,143.79,139.46,142.22,57998000
2022-02-07,143.17,143.17,137.86,138.16,54974000
2022-02-08,137.98,138.95,135.99,138.35,54284000
2022-02-09,139.91,141.46,139.14,140.53,40144000
2022-02-10,138.66,140.42,136.92,137.58,39330000
2022-02-11,137.56,138.11,132.4,133.28,39958000
2022-02-14,132.26,135.28,132.26,134.51,34302000
2022-02-15,136.54,137.07,134.8,135.58,26680000
2022-02-16,135.62,137.05,133.91,136.71,25022000
2022-02-17,135.22,136.09,131.49,131.55,38950000
2022-02-18,132.47,133.06,129.22,129.43,45620000
2022-02-22,128.86,131.19,127.26,128.84,44990000
2022-02-23,130.66,131.06,126.57,126.63,32786000
2022-02-24,124.02,132.0,124.02,131.7,54456000
2022-02-25,132.55,134.26,130.76,133.45,36406000
2022-02-28,132.05,134.73,131.6,134.04,38864000
2022-03-01,133.87,135.23,132.22,133.06,26496000
2022-03-02,133.62,134.25,132.07,133.56,23520000
2022-03-03,134.99,135.42,132.03,132.9,24604000
2022-03-04,131.93,132.85,129.36,130.92,30430000
2022-03-07,130.5,130.75,125.35,125.43,45112000
2022-03-08,125.3,130.27,124.73,126.15,40428000
2022-03-09,130.27,132.73,128.93,132.42,37026000
2022-03-10,130.28,132.27,129.93,131.44,27102000
2022-03-11,132.49,132.79,128.66,128.9,31526000
2022-03-14,129.27,129.43,124.34,125.01,38812000
2022-03-15,126.02,128.88,124.78,128.23,30920000
2022-03-16,129.75,132.33,127.77,132.28,35576000
2022-03-17,132.15,133.08,131.19,132.84,28264000
2022-03-18,132.42,135.22,131.27,135.1,44566000
2022-03-21,135.14,136.02,133.09,135.08,26832000
2022-03-22,135.08,139.99,135.08,138.82,35496000
2022-03-23,137.66,138.54,136.8,137.24,25154000
2022-03-24,138.16,140.56,136.72,140.51,26396000
2022-03-25,140.85,140.97,138.69,140.61,24126000
2022-03-28,139.84,140.94,138.76,140.39,35050000
2022-03-29,141.58,142.72,140.97,141.44,34318000
2022-03-30,141.39,141.65,140.54,140.87,19884000
2022-03-31,140.99,141.04,137.98,138.02,37524000
2022-04-01,138.45,139.42,137.27,139.1,25942000
2022-04-04,139.31,142.63,139.26,141.9,25942000
2022-04-05,141.8,141.92,139.33,139.54,21418000
2022-04-06,137.71,138.32,134.5,135.52,32468000
2022-04-07,134.99,136.14,133.22,134.87,26234000
2022-04-08,134.57,134.65,131.97,132.29,25142000
2022-04-11,130.83,131.1,127.7,127.86,36884000
2022-04-12,130.61,130.61,125.84,126.76,32710000
2022-04-13,127.04,129.36,126.78,128.92,27928000
2022-04-14,129.5,129.5,125.65,125.78,31598000
2022-04-18,126.05,127.25,125.24,126.72,20808000
2022-04-19,126.73,129.36,126.05,129.03,26490000
2022-04-20,129.91,130.41,126.54,127.08,31696000
2022-04-21,128.28,129.12,123.59,123.88,36446000
2022-04-22,124.06,124.46,118.03,118.74,56884000
2022-04-25,118.21,122.35,117.62,122.15,46128000
2022-04-26,121.38,121.59,117.62,117.76,73054000
2022-04-27,113.61,116.36,111.89,113.44,91820000
2022-04-28,115.54,118.75,113.26,117.63,48884000
2022-04-29,115.86,117.04,112.96,113.25,42676000
2022-05-02,112.55,115.87,111.76,115.71,35534000
2022-05-03,115.56,117.55,115.16,116.45,24968000
2022-05-04,116.15,121.93,114.25,121.34,49916000
2022-05-05,119.3,120.13,114.14,115.63,45840000
2022-05-06,114.32,116.69,113.16,114.88,39710000
2022-05-09,112.4,114.21,111.16,111.67,40802000
2022-05-10,114.64,115.38,112.05,113.54,39900000
2022-05-11,112.39,115.49,112.39,112.75,37534000
2022-05-12,110.54,113.44,109.0,112.0,53836000
2022-05-13,113.67,116.99,112.75,115.18,35038000
2022-05-16,114.09,115.3,113.04,113.59,25990000
2022-05-17,115.96,116.02,114.01,115.6,23054000
2022-05-18,114.14,114.53,110.72,111.06,35126000
2022-05-19,110.6,112.16,109.18,109.56,34144000
2022-05-20,111.11,111.34,105.0,108.09,48962000
2022-05-23,108.77,111.31,107.93,110.65,37184000
2022-05-24,104.98,105.66,101.12,105.18,76780000
2022-05-25,104.2,105.7,103.08,105.01,40258000
2022-05-26,104.88,107.83,104.44,106.98,37948000
2022-05-27,108.66,111.48,108.32,111.47,37914000
2022-05-31,111.9,114.87,111.24,112.91,50012000
2022-06-01,113.99,116.22,112.4,113.04,36606000
2022-06-02,113.15,117.02,112.1,116.74,37992000
2022-06-03,115.19,115.45,112.67,113.68,26136000
2022-06-06,115.83,118.45,115.29,115.94,33542000
2022-06-07,114.61,116.81,114.19,116.27,31590000
2022-06-08,115.89,117.68,115.73,116.32,26108000
2022-06-09,115.46,117.41,113.92,113.97,25798000
2022-06-10,111.6,112.43,109.54,110.33,41452000
2022-06-13,105.99,107.98,105.32,105.59,47252000
2022-06-14,105.74,107.12,105.01,105.92,33706000
2022-06-15,107.73,110.59,106.86,108.94,39698000
2022-06-16,106.42,107.83,104.35,105.24,51684000
2022-06-17,105.24,107.88,104.26,106.34,51376000
2022-06-21,108.11,111.65,107.79,110.71,47416000
2022-06-22,109.73,112.5,109.55,110.65,30774000
2022-06-23,111.39,111.9,109.67,111.4,28362000
2022-06-24,112.15,117.19,112.11,117.09,41164000
2022-06-27,117.39,117.69,114.32,114.96,36420000
2022-06-28,114.93,116.43,111.01,111.17,35792000
2022-06-29,110.72,112.31,110.04,110.86,24716000
2022-06-30,109.18,110.06,105.95,108.15,43170000
2022-07-01,107.12,108.43,105.93,107.92,35476000
2022-07-05,106.3,112.53,104.94,112.41,39342000
2022-07-06,112.45,114.72,110.64,113.71,37432000
2022-07-07,114.22,118.3,113.97,117.89,40936000
2022-07-08,116.37,118.79,116.02,118.46,38238000
2022-07-11,117.11,117.11,114.47,114.81,31196000
2022-07-12,115.34,116.1,112.84,113.17,29960000
2022-07-13,110.86,113.34,110.37,110.52,43722000
2022-07-14,109.38,110.26,107.56,109.54,37004000
2022-07-15,111.16,112.29,110.07,110.94,46770000
2022-07-18,111.8,112.83,107.56,108.21,43164600
2022-07-19,110.02,113.16,108.74,112.96,36530900
2022-07-20,112.32,114.53,111.64,113.05,35600400
2022-07-21,113.42,113.69,110.28,113.48,32676200
2022-07-22,110.17,111.5,105.7,107.09,48901200
2022-07-25,107.6,109.05,105.5,106.7,34690900
2022-07-26,105.8,106.4,103.29,104.23,47991000
2022-07-27,108.44,113.06,107.2,112.21,59858500
2022-07-28,111.53,113.48,110.62,113.36,32816600
2022-07-29,112.23,115.83,112.21,115.45,37223400
2022-08-01,114.44,115.84,113.48,114.0,26034300
2022-08-02,113.15,115.48,112.87,114.27,20236000
2022-08-03,114.84,117.73,114.61,117.19,28499000
2022-08-04,116.6,117.89,116.01,117.3,21602900
2022-08-05,115.36,117.22,115.13,116.59,19159500
2022-08-08,117.5,119.25,116.0,116.42,19138300
2022-08-09,116.26,116.44,114.84,115.76,19086500
2022-08-10,117.89,120.01,117.52,118.8,30930400
2022-08-11,120.37,120.58,117.67,117.95,24293700
2022-08-12,119.36,120.77,118.56,120.77,19096300
2022-08-15,120.22,121.38,119.71,121.16,19494800
2022-08-16,120.61,121.51,119.74,120.79,19041200
2022-08-17,119.22,120.38,118.48,118.65,22847000
2022-08-18,118.53,119.91,117.83,119.27,17987700
2022-08-19,118.17,118.26,115.88,116.33,21809500
2022-08-22,114.34,114.76,113.0,113.38,21456600
2022-08-23,112.63,114.15,112.58,113.01,15870400
2022-08-24,112.65,113.92,112.02,112.84,17734600
2022-08-25,113.38,115.84,113.25,115.78,16956800
2022-08-26,113.86,114.26,109.36,109.51,37245700
2022-08-29,109.17,110.12,107.98,108.6,21191200
2022-08-30,109.34,109.67,106.99,108.12,27513300
2022-08-31,109.82,110.02,107.32,107.41,28627000
2022-09-01,107.47,109.62,106.55,108.92,28360900
2022-09-02,109.76,109.91,106.46,107.04,24160700
2022-09-06,106.5,107.22,104.99,106.01,25068300
2022-09-07,106.26,109.16,106.1,108.63,23167000
2022-09-08,107.23,108.78,106.36,107.57,24238300
2022-09-09,108.25,110.16,108.2,109.82,23197700
2022-09-12,110.16,110.78,109.11,110.03,22966800
2022-09-13,106.99,107.49,103.31,103.54,38172900
2022-09-14,103.79,104.49,102.88,104.21,26395100
2022-09-15,103.25,104.48,101.58,102.14,34188300
2022-09-16,101.3,102.36,100.18,102.03,42797200
2022-09-19,100.99,102.56,100.79,102.3,23036800
2022-09-20,101.31,101.6,99.77,100.38,26517100
2022-09-21,100.91,102.11,98.53,98.54,31487300
2022-09-22,98.08,100.48,98.05,99.39,34298600
2022-09-23,98.88,98.91,96.74,98.0,31625400
2022-09-26,97.36,99.13,97.07,97.43,27072700
2022-09-27,98.68,99.25,96.14,96.77,30072800
2022-09-28,96.92,99.94,96.38,99.3,32466300
2022-09-29,97.9,97.9,95.24,96.69,31047200
2022-09-30,96.32,98.16,94.84,94.93,32941500
2022-10-03,96.03,98.55,95.8,97.9,27982000
2022-10-04,99.69,101.08,99.63,100.88,28850800
2022-10-05,99.08,101.17,98.06,100.67,22176900
2022-10-06,99.92,102.16,99.84,100.66,22324000
2022-10-07,99.1,99.78,97.56,97.94,27502800
2022-10-10,98.26,98.36,96.28,97.13,18225100
2022-10-11,96.7,98.51,95.59,96.45,26507100
2022-10-12,96.57,98.01,96.01,96.83,21876400
2022-10-13,94.44,99.03,93.67,98.32,34574500
2022-10-14,99.24,99.93,95.65,95.84,25410700
2022-10-17,98.12,100.17,98.09,99.22,28419200
2022-10-18,102.36,102.69,99.22,100.01,24060700
2022-10-19,99.26,100.26,98.18,98.88,23811100
2022-10-20,99.25,101.55,98.64,99.22,25323200
2022-10-21,97.12,100.55,96.99,100.37,32458700
2022-10-24,101.04,101.98,99.23,101.75,27176400
2022-10-25,102.13,104.03,101.95,103.7,40611400
2022-10-26,95.71,97.57,93.98,94.22,88114100
2022-10-27,93.81,94.71,91.11,91.53,60710900
2022-10-28,91.58,95.83,91.44,95.57,43697300
2022-10-31,94.7,95.31,93.28,93.8,31675000
2022-11-01,94.73,95.31,89.69,89.79,47161400
2022-11-02,90.26,90.5,86.23,86.32,57038300
2022-11-03,85.67,85.87,82.72,82.8,61288000
2022-11-04,84.76,85.99,83.08,85.93,51124900
2022-11-07,86.63,88.23,86.2,87.83,34078900
2022-11-08,88.23,89.64,86.93,88.23,30429000
2022-11-09,87.79,88.77,86.63,86.67,31769100
2022-11-10,91.56,93.68,90.92,93.24,51620100
2022-11-11,93.98,96.2,93.22,95.69,33090500
2022-11-14,94.38,96.06,93.8,94.98,30179500
2022-11-15,97.52,99.39,95.98,97.7,41640800
2022-11-16,97.17,98.89,96.91,98.11,29105200
2022-11-17,96.24,98.54,96.06,97.62,26052600
2022-11-18,98.03,98.16,95.65,96.7,28342300
2022-11-21,96.56,97.66,94.64,94.88,21647400
2022-11-22,95.23,96.49,93.34,96.32,23438500
2022-11-23,96.36,98.02,96.36,97.72,18868100
2022-11-25,97.5,97.9,96.67,96.73,9701400
2022-11-28,96.31,96.85,94.89,95.33,26237500
2022-11-29,95.01,95.4,93.4,94.48,20061700
2022-11-30,94.11,100.28,93.71,100.23,43647500
2022-12-01,100.26,101.48,99.5,100.23,28687100
2022-12-02,98.31,100.01,98.16,99.69,21480700
2022-12-05,98.65,100.62,98.26,98.73,24405100
2022-12-06,98.56,99.03,95.7,96.25,24910700
2022-12-07,95.69,96.15,94.01,94.23,31045400
2022-12-08,94.66,94.86,92.75,93.01,32213300
2022-12-09,93.07,93.55,92.05,92.13,28225400
2022-12-12,92.01,92.86,90.92,92.61,29420000
2022-12-13,97.03,98.78,94.32,94.91,40593700
2022-12-14,94.49,96.14,92.9,94.36,28733600
2022-12-15,92.43,92.94,89.34,90.18,40107000
2022-12-16,90.08,90.65,88.85,89.58,58011800
2022-12-19,89.58,89.88,87.55,87.78,29493000
2022-12-20,87.45,88.51,86.78,88.35,23453800
2022-12-21,88.41,89.54,87.66,88.91,24745600
2022-12-22,87.5,87.88,85.67,87.1,27658300
2022-12-23,86.46,88.88,86.42,88.56,23003000
2022-12-27,88.13,88.27,86.36,86.73,20097300
2022-12-28,86.33,87.38,85.3,85.37,19523200
2022-12-29,85.97,88.18,85.96,87.79,23333500
2022-12-30,86.33,87.64,85.92,87.57,23986300
2023-01-03,88.92,90.37,87.86,88.45,28131200
2023-01-04,89.67,89.97,86.62,87.42,34854800
2023-01-05,86.81,86.91,85.26,85.55,27194400
2023-01-06,86.14,87.03,84.22,86.69,41381500
2023-01-09,87.7,89.37,87.2,87.36,29003900
2023-01-10,85.34,88.01,85.19,87.76,30467800
2023-01-11,88.51,90.91,88.34,90.83,26862000
2023-01-12,90.79,91.18,89.08,90.45,30258100
2023-01-13,90.17,91.5,89.45,91.43,26329200
2023-01-17,91.37,91.56,89.37,90.61,32602400
2023-01-18,91.45,92.1,89.96,90.44,29116700
2023-01-19,90.04,92.91,89.95,92.35,37000400
2023-01-20,94.39,97.56,94.31,97.28,63191100
2023-01-23,97.22,99.29,96.77,99.04,40005100
2023-01-24,97.36,98.86,96.47,96.97,33078500
2023-01-25,94.85,95.44,93.06,94.51,42330000
2023-01-26,95.78,96.84,94.66,96.79,30114000
2023-01-27,96.58,99.57,96.58,98.62,33879800
2023-01-30,96.75,97.55,95.68,96.21,27226200
2023-01-31,96.14,98.14,96.09,98.1,29870700
2023-02-01,97.97,100.43,96.85,99.68,35531100
2023-02-02,105.01,107.04,104.82,106.93,69883800
2023-02-03,102.16,107.0,101.81,103.99,65309300
2023-02-06,101.63,103.58,101.12,102.13,31999600
2023-02-07,102.45,107.37,102.35,106.83,49010200
2023-02-08,101.28,102.37,97.3,98.62,94743500
2023-02-09,99.25,99.28,92.93,94.3,119455000
2023-02-10,94.73,96.02,93.54,93.86,54980700
2023-02-13,94.03,94.49,93.14,93.9,50076100
2023-02-14,93.72,94.14,91.57,93.97,54726100
2023-02-15,93.78,96.39,93.44,96.21,50169000
2023-02-16,94.65,96.95,94.03,94.79,42462600
2023-02-17,94.14,94.84,92.51,93.64,34284100
2023-02-21,92.3,92.4,91.03,91.1,33629300
2023-02-22,91.01,91.42,89.93,90.96,30884000
2023-02-23,91.23,91.25,89.09,90.21,41206400
2023-02-24,88.77,89.22,87.92,88.46,36585100
2023-02-27,89.2,89.48,88.67,89.2,27502300
2023-02-28,88.66,90.55,88.65,89.38,30142000
2023-03-01,89.31,90.35,89.0,89.68,31111200
2023-03-02,88.99,91.59,88.92,91.31,32204400
2023-03-03,91.79,93.03,91.76,92.95,35160100
2023-03-06,93.31,95.25,93.3,94.42,32639300
2023-03-07,94.27,94.95,92.83,93.16,27835500
2023-03-08,93.41,95.24,93.3,93.54,34103300
2023-03-09,93.34,94.81,91.21,91.63,28813500
2023-03-10,91.48,92.09,89.72,89.95,35941000
2023-03-13,89.41,91.88,88.75,90.43,37335600
2023-03-14,91.87,93.65,91.75,93.27,36050200
2023-03-15,92.52,96.2,91.95,95.39,50622100
2023-03-16,95.48,100.43,94.78,99.57,65492000
2023-03-17,99.51,102.07,99.35,100.86,61028500
2023-03-20,99.37,100.99,99.12,100.46,32960400
2023-03-21,100.49,104.31,100.46,104.13,42110300
2023-03-22,103.49,105.79,102.56,102.59,43427400
2023-03-23,104.27,105.5,103.68,104.81,40797800
2023-03-24,104.2,104.7,103.06,104.65,30393300
2023-03-27,103.84,103.97,101.17,101.69,31120900
2023-03-28,101.67,101.68,98.99,100.27,32057900
2023-03-29,101.51,101.72,99.9,100.63,28779600
2023-03-30,100.15,100.4,99.03,100.13,33086200
2023-03-31,100.54,103.11,100.28,102.95,36863400
2023-04-03,101.62,103.75,101.17,103.58,25035400
2023-04-04,103.55,104.79,103.26,103.93,24420100
2023-04-05,104.99,105.3,102.88,103.69,28290500
2023-04-06,104.47,108.35,103.55,107.61,48711500
2023-04-10,106.18,106.78,104.33,105.64,27067400
2023-04-11,105.75,105.93,103.89,104.56,26311800
2023-04-12,105.78,105.95,103.56,103.86,24370300
2023-04-13,105.05,106.68,105.05,106.62,24843600
2023-04-14,106.09,108.12,106.04,108.05,26578000
2023-04-17,103.88,105.36,103.74,105.18,37571200
